loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,title,inq_last_6mths,revol_bal,total_pymnt,total_rec_late_fee,last_pymnt_amnt,acc_open_past_24mths,delinq_amnt,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,loan_condition
30000, 60 months,10.33,642.3,B,B1,10+ years,MORTGAGE,85000,Debt consolidation,0,74007,1258.78,0,642.3,6,0,0,270607,136498,42000,67007,1
11000, 36 months,8.19,345.67,A,A4,nan,RENT,52000,Debt consolidation,0,6755,683.83,0,345.67,3,0,0,38659,16642,17300,21359,1
23000, 60 months,17.97,583.68,D,D1,2 years,MORTGAGE,90000,Debt consolidation,0,21106,1132.92,0,583.68,2,0,0,329958,36526,34900,17708,1
16000, 60 months,10.72,345.65,B,B2,10+ years,MORTGAGE,88400,Credit card refinancing,0,13413,667.48,0,345.65,4,0,0,406789,56016,17300,51306,1
10000, 36 months,11.31,328.86,B,B3,10+ years,MORTGAGE,80000,Home improvement,0,5718,648.3,0,328.86,3,0,0,122638,14720,13000,17233,1
20000, 36 months,19.92,742.46,D,D3,nan,MORTGAGE,36000,Debt consolidation,1,24892,1451.72,0,742.46,1,0,0,92797,70873,35700,57097,1
15000, 36 months,17.97,542.07,D,D1,3 years,MORTGAGE,45000,Debt consolidation,1,14165,1061.68,0,542.07,6,0,0,158888,86387,5500,74930,1
3200, 36 months,13.56,108.69,C,C1,< 1 year,MORTGAGE,56000,Vacation,0,2068,216.18,0,108.69,9,0,0,472701,27759,6500,25891,1
10000, 36 months,11.31,328.86,B,B3,6 years,RENT,84000,Debt consolidation,1,3476,648.3,0,328.86,13,0,0,125780,62690,19600,73150,1
14500, 36 months,10.33,470.13,B,B1,5 years,RENT,83000,Debt consolidation,0,16553,882.02,0,470.13,2,0,0,62448,43566,11500,34648,1
35000, 60 months,17.97,888.2,D,D1,10+ years,OWN,72000,Debt consolidation,0,36670,1689.05,0,888.2,2,0,0,284035,55281,48500,24785,1
4800, 36 months,7.56,149.45,A,A3,4 years,MORTGAGE,52000,Credit card refinancing,0,4531,443.86,0,149.45,1,0,0,194607,4531,18500,0,1
13000, 36 months,17.97,469.79,D,D1,3 years,RENT,70000,Car financing,0,23075,907.13,0,469.79,2,0,0,154447,176095,30400,124047,1
10000, 36 months,8.81,317.12,A,A5,3 years,MORTGAGE,68000,Credit card refinancing,0,10614,626.9,0,317.12,0,0,0,184350,42205,21600,60000,1
26000, 36 months,16.14,915.89,C,C4,2 years,MORTGAGE,103000,Credit card refinancing,0,26468,1773.5,0,915.89,4,0,0,42843,31386,15000,5943,1
20000, 60 months,11.8,442.88,B,B4,2 years,MORTGAGE,150000,Debt consolidation,0,5985,866.09,0,442.88,3,0,0,405142,134004,7600,126487,1
20000, 36 months,22.35,767.44,D,D5,< 1 year,MORTGAGE,180000,Debt consolidation,1,60493,1485.21,0,767.44,5,0,0,356563,137444,75700,98163,1
35000, 36 months,7.02,1081.02,A,A2,4 years,MORTGAGE,85000,Other,0,10291,2141.56,0,1081.02,1,0,0,261061,29349,78800,37089,1
16000, 36 months,12.98,538.95,B,B5,1 year,RENT,198000,Debt consolidation,5,5246,1060.59,0,538.95,8,0,0,294387,251830,4700,285587,1
15000, 36 months,17.97,542.07,D,D1,nan,OWN,65000,Debt consolidation,0,9316,1106.6,0,542.07,17,0,0,384573,69674,9900,70373,1
6000, 36 months,7.02,185.32,A,A2,10+ years,MORTGAGE,38000,Credit card refinancing,0,3861,367.13,0,185.32,3,0,0,241183,24844,5100,28397,1
5000, 36 months,8.19,157.13,A,A4,7 years,OWN,30000,Debt consolidation,0,16058,308.57,0,157.13,3,0,0,93197,16058,27500,0,1
1000, 36 months,23.4,38.92,E,E1,< 1 year,RENT,60000,Credit card refinancing,2,12731,74.59,0,38.92,2,0,0,80536,54242,11700,62836,1
12000, 36 months,7.02,370.64,A,A2,nan,RENT,54000,Debt consolidation,0,7322,745.96,0,370.64,2,0,0,25800,7322,23300,0,1
34000, 60 months,10.72,734.51,B,B2,10+ years,MORTGAGE,220000,Credit card refinancing,0,17090,1398.16,0,734.51,0,0,0,588163,75416,9000,72200,1
2200, 36 months,8.81,69.77,A,A5,3 years,MORTGAGE,35000,Home improvement,1,5195,137.92,0,69.77,4,0,0,182954,28353,10300,23000,1
6400, 36 months,17.97,231.28,D,D1,6 years,MORTGAGE,65000,Debt consolidation,0,19099,452.98,0,231.28,1,0,0,323604,41427,18000,40014,1
40000, 60 months,8.19,814.7,A,A4,10+ years,RENT,110000,Debt consolidation,0,24084,1602.1,0,814.7,4,0,0,116145,91316,36200,79945,1
9000, 36 months,16.14,317.04,C,C4,nan,RENT,28980,Debt consolidation,1,8501,613.9,0,317.04,2,0,0,14600,8501,6600,0,1
14400, 60 months,19.92,380.88,D,D3,nan,RENT,54200,Debt consolidation,0,3770,721.92,0,380.88,3,0,0,49259,41079,6700,41559,1
21600, 36 months,12.98,727.59,B,B5,10+ years,MORTGAGE,110000,Debt consolidation,2,18952,704.23,0,727.59,11,0,0,341866,115829,26100,109975,1
16225, 60 months,11.8,359.28,B,B4,10+ years,MORTGAGE,66428,Debt consolidation,2,15466,691.97,0,359.28,10,0,0,126605,45851,21500,45758,1
18000, 60 months,13.56,414.74,C,C1,1 year,RENT,85000,Debt consolidation,0,11258,721,0,414.74,1,0,0,36000,18433,12500,10000,1
40000, 36 months,8.19,1256.97,A,A4,nan,MORTGAGE,75000,Credit card refinancing,0,14560,2486.64,0,1256.97,5,0,0,466929,22902,33100,15000,1
21000, 60 months,17.97,532.92,D,D1,10+ years,RENT,52000,Debt consolidation,0,11332,1013.43,0,532.92,0,0,0,16300,11332,11400,0,1
7000, 36 months,12.98,235.8,B,B5,5 years,RENT,36000,Debt consolidation,0,3685,431.22,0,235.8,4,0,0,38431,14397,11000,24431,1
12000, 60 months,11.8,265.73,B,B4,5 years,RENT,44000,Debt consolidation,1,11531,511.79,0,265.73,3,0,0,55400,19799,39600,10000,1
5000, 36 months,16.14,176.14,C,C4,4 years,RENT,45000,Debt consolidation,0,4078,341.07,0,176.14,1,0,0,41868,9002,9700,24068,1
16500, 60 months,16.14,402.48,C,C4,2 years,RENT,80000,Debt consolidation,0,856,767.97,0,402.48,3,0,0,89935,86566,2800,87135,1
6000, 36 months,7.56,186.81,A,A3,10+ years,MORTGAGE,210000,Credit card refinancing,0,143350,367.32,0,186.81,4,0,0,574920,201112,100300,65683,1
12000, 36 months,8.19,377.09,A,A4,< 1 year,MORTGAGE,80000,Debt consolidation,2,7586,745.99,0,377.09,8,0,0,54497,32041,18000,31097,1
6000, 36 months,14.47,206.44,C,C2,10+ years,MORTGAGE,126000,Home improvement,0,31027,400.82,0,206.44,2,0,0,412415,90306,44000,88196,1
11000, 60 months,12.98,250.18,B,B5,2 years,RENT,60000,Other,2,16198,488.46,0,250.18,9,0,0,115681,74636,29500,70481,1
18000, 36 months,17.97,650.48,D,D1,nan,OWN,50000,Debt consolidation,1,4757,1274,0,650.48,1,0,0,55346,32496,10500,43146,1
3500, 36 months,10.72,114.13,B,B2,10+ years,MORTGAGE,65000,Vacation,0,20579,225.13,0,114.13,2,0,0,305598,36383,23400,25998,1
15000, 36 months,15.02,520.13,C,C3,5 years,MORTGAGE,48000,Debt consolidation,1,3802,1008.97,0,520.13,6,0,0,79455,8673,2500,6855,1
12000, 60 months,24.37,347.8,E,E2,< 1 year,RENT,45000,Debt consolidation,0,7161,654.98,0,347.8,3,0,0,52197,45991,3000,40397,1
8250, 36 months,11.31,271.31,B,B3,< 1 year,RENT,82000,Debt consolidation,1,32474,534.84,0,271.31,1,0,0,76283,51035,34500,41183,1
5000, 36 months,14.47,172.04,C,C2,4 years,MORTGAGE,35000,Debt consolidation,0,14339,334.03,0,172.04,8,0,0,178672,35308,17600,21927,1
35000, 36 months,16.91,1246.28,C,C5,6 years,RENT,100000,Debt consolidation,1,13979,2410.36,0,1246.28,11,0,0,185037,26193,165400,15372,1
5000, 36 months,10.72,163.04,B,B2,10+ years,MORTGAGE,103400,Home improvement,0,22539,321.61,0,163.04,9,0,0,320989,81755,11500,76489,1
5000, 36 months,16.14,176.14,C,C4,nan,OWN,20440.84,Medical expenses,0,670,341.07,0,176.14,2,0,0,4200,670,2200,0,1
4800, 36 months,7.56,149.45,A,A3,10+ years,MORTGAGE,77000,Other,0,4377,295.88,0,149.45,4,0,0,266600,26397,44200,37000,1
28000, 36 months,10.72,912.98,B,B2,6 years,RENT,95000,Debt consolidation,0,29530,1800.95,0,912.98,0,0,0,35100,29530,28200,0,1
7000, 36 months,7.02,216.21,A,A2,1 year,RENT,120000,Debt consolidation,0,8655,425.6,0,216.21,5,0,0,354965,21694,115000,15000,1
20000, 36 months,23.4,778.38,E,E1,nan,OWN,60000,Debt consolidation,1,24582,1491.76,0,778.38,2,0,0,93207,54756,3700,54802,1
20000, 36 months,8.81,634.23,A,A5,10+ years,MORTGAGE,70000,Credit card refinancing,1,16919,1253.78,0,634.23,2,0,0,146582,33287,10300,21282,1
11000, 60 months,8.19,224.05,A,A4,5 years,RENT,40000,Credit card refinancing,0,10272,440.59,0,224.05,4,0,0,69120,33421,32700,27520,1
15000, 36 months,7.02,463.3,A,A2,4 years,MORTGAGE,125000,Home improvement,3,13497,911.98,0,463.3,3,0,0,271960,13497,24400,0,1
14400, 60 months,18.94,373.07,D,D2,10+ years,OWN,52000,Credit card refinancing,1,12189,708.26,0,373.07,4,0,0,33114,24592,11500,13514,1
25000, 36 months,8.81,792.79,A,A5,2 years,RENT,45000,Credit card refinancing,0,5497,1554.99,0,792.79,5,0,0,47900,15851,32900,15000,1
7000, 36 months,7.56,217.94,A,A3,nan,MORTGAGE,0,Other,0,813,431.47,0,217.94,3,0,0,21700,813,5000,0,1
15000, 36 months,8.81,475.68,A,A5,< 1 year,RENT,27000,Credit card refinancing,0,45443,940.35,0,475.68,1,0,0,58600,46151,51100,7500,1
21000, 60 months,13.56,483.86,C,C1,10+ years,MORTGAGE,87600,Credit card refinancing,0,20683,943.99,0,483.86,7,0,0,241866,72784,24600,73252,1
10000, 36 months,14.47,344.07,C,C2,< 1 year,MORTGAGE,192000,Debt consolidation,1,0,668.04,0,344.07,4,0,0,115488,81186,12500,102988,1
8000, 36 months,7.02,247.09,A,A2,10+ years,MORTGAGE,75000,Debt consolidation,1,26250,489.5,0,247.09,6,0,0,166725,37727,11500,12325,1
10400, 60 months,16.91,257.97,C,C5,2 years,MORTGAGE,32500,Credit card refinancing,0,7267,491.51,0,257.97,2,0,0,126305,15852,17200,10999,1
9000, 36 months,8.81,285.41,A,A5,1 year,RENT,50000,Credit card refinancing,0,9420,577.43,0,285.41,0,0,0,21500,9420,15500,0,1
1000, 36 months,24.37,39.43,E,E2,5 years,OWN,60000,Other,3,0,75.48,0,39.43,7,0,0,311468,191057,0,181859,1
7000, 36 months,7.56,217.94,A,A3,5 years,MORTGAGE,52000,Home improvement,1,16,431.47,0,217.94,8,0,0,105098,64903,14100,86498,1
20000, 60 months,26.31,602.49,E,E4,< 1 year,MORTGAGE,133000,Debt consolidation,0,6276,1131.9,0,602.49,6,0,0,39980,30594,5600,31980,1
5000, 36 months,10.72,163.04,B,B2,< 1 year,RENT,37000,Credit card refinancing,1,4365,321.61,0,163.04,1,0,0,18686,8365,5600,13086,1
30000, 36 months,11.31,986.58,B,B3,10+ years,MORTGAGE,120000,Debt consolidation,0,89491,1944.88,0,986.58,2,0,0,496824,110269,65900,11338,1
13000, 36 months,8.19,408.52,A,A4,< 1 year,MORTGAGE,50000,Credit card refinancing,0,13131,802.25,0,408.52,4,0,0,83704,59763,12100,64504,1
6000, 36 months,7.02,185.32,A,A2,1 year,RENT,31000,Debt consolidation,1,5687,364.79,0,185.32,8,0,0,66932,46735,13800,45632,1
5000, 36 months,7.02,154.44,A,A2,nan,MORTGAGE,82922,Home buying,0,807,305.96,0,154.44,3,0,0,214680,73033,29700,83620,1
10000, 36 months,10.72,326.07,B,B2,nan,MORTGAGE,45000,Debt consolidation,0,8139,601.53,0,326.07,4,0,0,129317,41540,11400,37285,1
15000, 60 months,26.31,451.87,E,E4,3 years,MORTGAGE,97000,Debt consolidation,0,2045,848.93,0,451.87,6,0,0,401271,33893,2100,35386,1
10000, 60 months,10.33,214.1,B,B1,10+ years,MORTGAGE,70000,Credit card refinancing,0,33288,413.85,0,214.1,9,0,0,248549,96685,33400,70399,1
28000, 36 months,6.46,857.67,A,A1,6 years,MORTGAGE,100000,Credit card refinancing,0,11503,1700.27,0,857.67,2,0,0,343151,16248,79700,25000,1
20000, 36 months,7.02,617.73,A,A2,< 1 year,OWN,190000,Credit card refinancing,0,24243,1223.76,0,617.73,1,0,0,50000,24243,50000,0,1
32000, 36 months,8.81,1014.77,A,A5,< 1 year,OWN,30000,Home improvement,0,32391,2006.05,0,1014.77,4,0,0,153172,76143,67800,60672,1
34850, 36 months,16.91,1240.94,C,C5,2 years,OWN,60000,Debt consolidation,0,19979,2400.03,0,1240.94,2,0,0,174243,73278,17400,57473,1
29775, 60 months,16.91,738.55,C,C5,10+ years,OWN,41760,Debt consolidation,0,1802,1407.17,0,738.55,6,0,0,95127,48888,17400,62927,1
10000, 60 months,12.98,227.43,B,B5,2 years,MORTGAGE,90000,Debt consolidation,0,17648,444.04,0,227.43,2,0,0,310275,57722,14100,49809,1
5000, 36 months,23.4,194.6,E,E1,10+ years,RENT,200000,Debt consolidation,1,52975,379.45,0,194.6,1,0,0,89756,82512,44500,33756,1
23425, 36 months,13.56,795.62,C,C1,8 years,RENT,170000,Debt consolidation,2,27460,1494.18,0,795.62,4,0,0,177655,85958,58300,103755,1
8000, 36 months,16.91,284.87,C,C5,10+ years,MORTGAGE,92000,Credit card refinancing,2,45077,558.47,0,284.87,6,0,0,297401,76045,70900,54566,1
8000, 36 months,7.56,249.08,A,A3,10+ years,MORTGAGE,68000,Credit card refinancing,1,23967,493.12,0,249.08,4,0,0,248040,44935,30300,48040,1
8500, 36 months,12.98,286.32,B,B5,7 years,RENT,32000,Debt consolidation,0,10548,563.45,0,286.32,0,0,0,32214,20242,8000,18214,1
15000, 36 months,8.81,475.68,A,A5,3 years,RENT,96249,Debt consolidation,0,15160,940.35,0,475.68,3,0,0,107008,54319,56500,47708,1
16000, 36 months,7.02,494.18,A,A2,10+ years,MORTGAGE,160000,Debt consolidation,0,11444,979,0,494.18,2,0,0,833635,29827,89300,18335,1
20000, 36 months,7.56,622.68,A,A3,6 years,RENT,60000,Debt consolidation,0,22356,1232.76,0,622.68,1,0,0,72998,60048,25000,43198,1
30000, 60 months,11.31,656.93,B,B3,10+ years,MORTGAGE,208000,Credit card refinancing,0,25993,1285.58,0,656.93,13,0,0,640544,91942,68200,67344,1
35225, 36 months,8.19,1106.92,A,A4,< 1 year,MORTGAGE,250000,Debt consolidation,0,9796,2189.8,0,1106.92,1,0,0,48153,28545,15000,30000,1
10000, 36 months,7.02,308.87,A,A2,1 year,RENT,37440,Credit card refinancing,0,11932,611.89,0,308.87,0,0,0,33080,15907,12900,12980,1
30000, 60 months,16.14,731.78,C,C4,10+ years,MORTGAGE,70000,Debt consolidation,0,29464,1396.31,0,731.78,4,0,0,232816,91426,31700,81058,1
20000, 36 months,8.81,634.23,A,A5,< 1 year,MORTGAGE,132500,Other,2,28427,1243.99,0,634.23,8,0,0,496069,68803,104400,50621,1
3600, 36 months,10.33,116.73,B,B1,8 years,RENT,46000,Credit card refinancing,0,11148,3612.395,0,3615.5,10,0,0,93181,61552,27200,60381,1
12500, 60 months,16.91,310.06,C,C5,10+ years,MORTGAGE,62000,Debt consolidation,0,7188,590.76,0,310.06,4,0,0,268258,109266,7800,118078,1
14000, 60 months,12.98,318.4,B,B5,10+ years,MORTGAGE,165000,Debt consolidation,0,31783,651.59,0,348.33,10,0,0,413284,123763,39700,116253,1
10000, 36 months,13.56,339.65,C,C1,7 years,MORTGAGE,45000,Debt consolidation,0,6263,668,0,339.65,5,0,0,178492,142139,3300,161392,1
8400, 36 months,7.56,261.53,A,A3,nan,OWN,20490,Credit card refinancing,0,146,514.24,0,261.53,1,0,0,24100,7739,13100,11000,1
28000, 60 months,18.94,725.42,D,D2,< 1 year,RENT,41600,Debt consolidation,1,12572,813.81,0,887.47,3,0,0,95545,74470,5100,80745,1
10000, 60 months,20.89,269.92,D,D4,2 years,MORTGAGE,58000,Debt consolidation,0,9971,510.83,0,269.92,8,0,0,282671,52480,16700,47066,1
25000, 36 months,7.56,778.35,A,A3,10+ years,OWN,198000,Home improvement,1,36674,1530.45,0,778.35,3,0,0,604630,130304,42200,193696,1
7000, 36 months,10.72,228.25,B,B2,2 years,RENT,34500,Debt consolidation,0,5495,450.25,0,228.25,1,0,0,19250,8085,14300,3200,1
25000, 36 months,6.46,765.77,A,A1,10+ years,MORTGAGE,1350002,Debt consolidation,1,19691,1504.63,0,765.77,5,0,0,167201,113947,42000,125201,1
35000, 60 months,17.97,888.2,D,D1,< 1 year,RENT,80000,Credit card refinancing,2,43404,1723.99,0,888.2,4,0,0,204937,133964,81400,123537,1
40000, 60 months,10.72,864.13,B,B2,2 years,MORTGAGE,120000,Debt consolidation,0,23921,1668.7,0,864.13,7,0,0,294160,101327,18000,96160,1
25000, 60 months,11.8,553.59,B,B4,10+ years,MORTGAGE,62000,Debt consolidation,1,28942,1250.49,0,521.48,6,0,0,230980,44126,45300,23473,1
3000, 36 months,8.19,94.28,A,A4,10+ years,MORTGAGE,70000,Credit card refinancing,0,13417,186.51,0,94.28,5,0,0,294454,51787,12400,62496,1
10000, 60 months,11.8,221.44,B,B4,6 years,MORTGAGE,96000,Debt consolidation,1,10306,426.49,0,221.44,1,0,0,106000,16639,83000,11000,1
17000, 36 months,10.33,551.18,B,B1,10+ years,MORTGAGE,45000,Debt consolidation,0,3839,1087.73,0,551.18,0,0,0,32300,10802,0,20000,1
35000, 36 months,11.31,1151.01,B,B3,7 years,MORTGAGE,160000,Debt consolidation,0,17491,1118.02,0,1151.01,11,0,0,571057,152437,55700,200386,1
27500, 60 months,16.91,682.12,C,C5,7 years,MORTGAGE,55000,Debt consolidation,1,16969,1299.65,0,682.12,5,0,0,217021,40021,7100,29000,1
20000, 36 months,6.46,612.62,A,A1,6 years,MORTGAGE,59000,Debt consolidation,0,22464,1214.47,0,612.62,3,0,0,172772,58607,33500,47772,1
10000, 36 months,10.33,324.23,B,B1,4 years,OWN,110000,Debt consolidation,1,22726,639.85,0,324.23,5,0,0,567828,121511,74500,132328,1
10000, 36 months,10.72,326.07,B,B2,< 1 year,RENT,24000,Debt consolidation,0,6873,637.25,0,326.07,4,0,0,30800,11903,22400,5000,1
9000, 36 months,15.02,312.08,C,C3,nan,MORTGAGE,60000,Debt consolidation,0,7771,620.4,0,312.08,11,0,0,64200,42748,9200,43200,1
6000, 36 months,6.46,183.79,A,A1,7 years,MORTGAGE,78000,Debt consolidation,1,3381,364.35,0,183.79,5,0,0,270138,30868,20100,49038,1
5000, 36 months,11.31,164.43,B,B3,nan,OWN,68500,Home improvement,4,16352,324.15,0,164.43,13,0,0,120457,51678,67100,51657,1
35000, 60 months,10.33,749.35,B,B1,10+ years,MORTGAGE,67000,Debt consolidation,0,27903,1468.57,0,749.35,14,0,0,751329,123084,10800,119404,1
6025, 36 months,15.02,208.92,C,C3,5 years,MORTGAGE,65000,Debt consolidation,0,8179,2405.27,0,2208.92,2,0,0,30351,22884,12600,17751,1
28000, 60 months,13.56,645.15,C,C1,10+ years,RENT,79000,Debt consolidation,0,7161,1258.66,0,645.15,1,0,0,64969,41104,11400,34169,1
24000, 36 months,15.02,832.21,C,C3,7 years,RENT,55000,Debt consolidation,1,10683,1634.38,0,832.21,7,0,0,126730,78270,17700,90230,1
35000, 60 months,27.27,1074.4,E,E5,10+ years,RENT,52000,Credit card refinancing,0,18153,2069.26,0,1074.4,1,0,0,19400,18153,15900,0,1
16000, 60 months,16.91,396.87,C,C5,5 years,RENT,25000,Debt consolidation,1,3783,756.16,0,396.87,4,0,0,55100,15160,27500,15000,1
6500, 36 months,10.33,210.75,B,B1,10+ years,OWN,80000,Credit card refinancing,3,3390,415.9,0,210.75,3,0,0,77871,76277,10000,52971,1
40000, 60 months,8.19,814.7,A,A4,10+ years,MORTGAGE,136000,Debt consolidation,0,14499,860.2,0,887.5,5,0,0,1106022,57714,59300,54718,1
10000, 36 months,13.56,339.65,C,C1,4 years,MORTGAGE,65000,Other,0,12707,660.47,0,339.65,3,0,0,444838,189868,13800,167838,1
30000, 36 months,15.02,1040.26,C,C3,< 1 year,MORTGAGE,85000,Home buying,0,917,2017.94,0,1040.26,3,0,0,59390,18369,21000,38390,1
13200, 60 months,14.47,310.37,C,C2,< 1 year,RENT,102800,Other,2,11231,594.21,0,310.37,12,0,0,171963,171964,18700,138863,1
15000, 36 months,7.56,467.01,A,A3,4 years,MORTGAGE,65000,Credit card refinancing,1,15041,924.57,0,467.01,2,0,0,94856,71084,17600,71756,1
20000, 36 months,13.56,679.29,C,C1,6 years,MORTGAGE,115000,Home improvement,0,903,1320.91,0,679.29,11,0,0,279744,23956,6000,25871,1
32000, 60 months,13.56,737.31,C,C1,< 1 year,RENT,150000,Debt consolidation,0,43261,1414.35,0,737.31,4,0,0,206711,143926,44300,155111,1
12000, 36 months,7.02,370.64,A,A2,9 years,RENT,80000,Debt consolidation,0,9136,734.26,0,370.64,3,0,0,101300,24369,76500,21600,1
8700, 36 months,8.19,273.39,A,A4,5 years,RENT,38476.36,Credit card refinancing,0,8053,576.88,0,273.39,2,0,0,38859,16932,15000,12100,1
12000, 36 months,11.31,394.63,B,B3,5 years,MORTGAGE,106000,Debt consolidation,0,6269,777.95,0,394.63,4,0,0,85222,67676,5300,69722,1
13500, 60 months,10.72,291.65,B,B2,9 years,MORTGAGE,93000,Credit card refinancing,1,15550,563.2,0,291.65,11,0,0,258434,65846,32600,63023,1
12000, 36 months,8.19,377.09,A,A4,4 years,RENT,60000,Debt consolidation,0,5630,745.99,0,377.09,2,0,0,159022,148823,14000,145022,1
15000, 36 months,7.02,463.3,A,A2,3 years,OWN,98800,Debt consolidation,2,16004,920.76,0,463.3,7,0,0,361873,103259,33700,85873,1
7000, 36 months,19.92,259.86,D,D3,1 year,RENT,20980,Debt consolidation,1,6462,500.35,0,259.86,0,0,0,6800,6462,6800,0,1
20000, 36 months,7.02,617.73,A,A2,9 years,MORTGAGE,200000,Debt consolidation,1,84411,1223.76,0,617.73,9,0,0,361083,154864,46100,152283,1
1375, 36 months,7.56,42.81,A,A3,< 1 year,MORTGAGE,52000,Other,0,18061,84.18,0,42.81,5,0,0,209803,27364,38700,9303,1
10000, 36 months,8.19,314.25,A,A4,10+ years,MORTGAGE,63396,Home improvement,1,5785,621.68,0,314.25,1,0,0,144476,5785,13000,0,1
24000, 36 months,16.14,845.43,C,C4,2 years,RENT,58500,Credit card refinancing,1,23458,1637.06,0,845.43,1,0,0,47937,41972,26620,19717,1
13000, 60 months,15.02,309.41,C,C3,10+ years,RENT,50000,Debt consolidation,1,3199,1002.55,0,309.41,5,0,0,74008,42602,24400,39808,1
5000, 36 months,11.8,165.6,B,B4,2 years,RENT,56000,Debt consolidation,1,7925,326.28,0,165.6,4,0,0,15510,9270,2500,0,1
1000, 36 months,16.14,35.23,C,C4,< 1 year,MORTGAGE,39500,Home improvement,0,5500,1024.367059,0,991.38,3,0,0,162241,38961,4500,45884,1
31000, 60 months,10.33,663.71,B,B1,4 years,RENT,73000,Credit card refinancing,0,24751,1300.73,0,663.71,1,0,0,101700,110107,18000,70500,1
25000, 60 months,15.02,595.02,C,C3,10+ years,OWN,185000,Medical expenses,0,11418,1137.89,0,595.02,5,0,0,88860,53434,30900,49960,1
22200, 36 months,11.8,735.24,B,B4,< 1 year,MORTGAGE,62500,Home buying,1,10736,1384.69,0,671.28,14,0,0,319976,92515,25200,90976,1
2600, 36 months,24.37,102.52,E,E2,nan,RENT,21000,Debt consolidation,2,1669,196.24,0,102.52,8,0,0,40500,9516,25500,11500,1
32000, 60 months,16.91,793.74,C,C5,10+ years,MORTGAGE,150000,Debt consolidation,3,46964,1512.32,0,793.74,11,0,0,608200,102050,25400,63839,1
32000, 36 months,11.8,1059.81,B,B4,8 years,RENT,65000,Debt consolidation,0,1922,2188.15,0,1059.81,1,0,0,4900,1922,2400,0,1
12000, 36 months,8.19,377.09,A,A4,3 years,RENT,125000,Debt consolidation,0,14066,745.99,0,377.09,2,0,0,75561,37698,34700,39661,1
34000, 60 months,10.33,727.94,B,B1,10+ years,RENT,85000,Debt consolidation,0,33079,1407.1,0,727.94,1,0,0,99514,47015,77700,21814,1
20000, 36 months,15.02,693.51,C,C3,10+ years,RENT,45000,Debt consolidation,0,12959,1345.3,0,693.51,6,0,0,43000,22305,27800,12000,1
20700, 60 months,12.98,470.78,B,B5,6 years,RENT,30000,Debt consolidation,0,17736,919.17,0,470.78,2,0,0,37848,22149,20000,11348,1
20000, 36 months,18.94,732.52,D,D2,6 years,OWN,98000,Debt consolidation,0,15270,1412.43,0,732.52,6,0,0,145285,99081,6200,113385,1
12000, 60 months,27.27,368.37,E,E5,10+ years,RENT,36000,Debt consolidation,0,6461,691.29,0,368.37,3,0,0,45061,35185,6600,34261,1
18000, 36 months,11.8,596.14,B,B4,3 years,MORTGAGE,66950,Debt consolidation,1,2248,1174.58,0,596.14,8,0,0,100730,18241,72900,17830,1
4000, 36 months,11.8,132.48,B,B4,< 1 year,RENT,20300,Credit card refinancing,0,3694,261.03,0,132.48,2,0,0,41950,37999,5600,32750,1
10000, 36 months,7.02,308.87,A,A2,6 years,MORTGAGE,165000,Home buying,0,3409,611.89,0,308.87,1,0,0,112218,27546,35300,50918,1
30000, 60 months,26.31,903.73,E,E4,10+ years,MORTGAGE,130000,Home buying,0,30661,1697.84,0,903.73,2,0,0,343185,40465,33300,35271,1
17000, 60 months,8.19,346.25,A,A4,nan,OWN,67000,Credit card refinancing,1,65256,673.16,0,346.25,4,0,0,170597,112468,50700,47597,1
25000, 36 months,8.81,792.79,A,A5,10+ years,RENT,108000,Credit card refinancing,0,24343,1567.23,0,792.79,1,0,0,64300,40747,25000,22000,1
